order_id,customer_id,restaurant_id,order_date,order_time,order_status,payment_method,order_value,discount,delivery_fee,delivery_time_minutes,rating
O018985,C06323,R0338,24-01-2025,10:33:00,Cancelled,Credit Card,425.62,42.56,43.91,0,0.0
O018986,C00043,R0241,05-03-2025,14:51:00,Delivered,Credit Card,1066.34,106.63,29.73,27,3.7
O018987,C09090,R0497,12-01-2026,11:42:00,Delivered,UPI,218.44,32.77,7.09,18,4.3
O018988,C02373,R0220,23-05-2025,17:14:00,Delivered,UPI,353.05,0,28.87,26,4.7
O018989,C07196,R0235,03-02-2025,23:24:00,Delivered,UPI,359.92,71.98,35.15,32,4.2
O018990,C06543,R0167,31-01-2025,23:17:00,Delivered,UPI,700.82,0,24.05,30,4.2
O018991,C06608,R0300,01-03-2025,12:51:00,Delivered,UPI,392.69,58.9,23.55,16,5.0
O018992,C04463,R0186,27-01-2026,22:07:00,Cancelled,Credit Card,748.52,112.28,17.48,0,0.0
O018993,C04520,R0428,12-12-2025,12:43:00,Delivered,UPI,418.61,0,24.14,18,5.0
O018994,C01175,R0398,03-02-2025,10:18:00,Delivered,Wallet,402.61,0,31.35,26,5.0
O018995,C02454,R0055,14-05-2025,14:17:00,Delivered,Wallet,280.37,42.06,2.4,34,3.7
O018996,C00648,R0323,28-04-2025,22:44:00,Cancelled,Credit Card,269.62,0,37.75,0,0.0
O018997,C09077,R0395,13-07-2025,15:09:00,Delivered,UPI,402.41,20.12,40.8,23,3.4
O018998,C09434,R0196,30-01-2025,23:28:00,Delivered,UPI,492.41,49.24,26.67,31,4.0
O018999,C01075,R0011,20-03-2026,21:17:00,Delivered,UPI,287.92,57.58,32.21,23,4.5
O019000,C08485,R0336,11-05-2026,18:03:00,Delivered,UPI,843.07,0,20.27,31,4.9
O019001,C06802,R0453,15-03-2025,11:53:00,Delivered,Wallet,531.32,53.13,30.34,15,4.6
O019002,C03191,R0237,01-07-2025,23:20:00,Delivered,Credit Card,459.62,0,25.8,41,4.6
O019003,C01578,R0189,24-03-2025,11:01:00,Delivered,Credit Card,1025.47,51.27,13.98,25,4.6
O019004,C06393,R0238,25-04-2026,21:42:00,Delivered,UPI,744.41,0,19.19,25,4.3
O019005,C00278,R0315,25-05-2025,13:13:00,Delivered,Cash,242.78,24.28,23.8,17,4.4
O019006,C01468,R0474,16-10-2025,23:19:00,Delivered,Wallet,429.56,0,15.52,19,5.0
O019007,C01053,R0417,26-10-2025,18:46:00,Cancelled,Cash,396.89,0,20.28,0,0.0
O019008,C01350,R0255,18-10-2025,16:02:00,Delivered,Debit Card,344.96,17.25,16.77,23,4.3
O019009,C00068,R0018,01-10-2025,23:07:00,Delivered,Cash,766.28,76.63,26.96,25,4.7
O019010,C03337,R0361,21-02-2025,18:28:00,Delivered,UPI,1007.61,151.14,25.18,27,4.0
O019011,C08015,R0486,30-01-2026,22:01:00,Delivered,Cash,588.23,0,27.77,29,5.0
O019012,C02813,R0322,09-01-2025,13:05:00,Delivered,UPI,662.3,66.23,21.29,21,5.0
O019013,C02478,R0165,23-04-2025,18:57:00,Delivered,UPI,1714.2,0,24.04,43,4.4
O019014,C09794,R0331,23-11-2025,12:43:00,Delivered,UPI,360.99,18.05,30.08,12,4.3
O019015,C04818,R0146,19-09-2025,13:59:00,Delivered,UPI,480.47,0,19.09,33,5.0
O019016,C00244,R0308,30-04-2025,22:21:00,Delivered,UPI,307.9,15.4,27.3,24,4.7
O019017,C05884,R0356,26-01-2026,10:10:00,Rejected,Wallet,959.36,95.94,35.75,0,0.0
O019018,C05473,R0147,13-04-2025,19:32:00,Delivered,Wallet,519.59,51.96,20.63,13,4.7
O019019,C04247,R0022,11-06-2025,22:54:00,Delivered,UPI,589.47,88.42,34.61,28,4.4
O019020,C08542,R0470,20-10-2025,11:00:00,Delivered,UPI,559.66,111.93,22.16,16,4.7
O019021,C06820,R0360,14-10-2025,11:18:00,Delivered,UPI,311.57,15.58,37.95,32,4.1
O019022,C00260,R0131,13-06-2025,16:56:00,Delivered,Credit Card,490.36,49.04,13.86,18,4.5
O019023,C03734,R0346,19-04-2025,15:35:00,Delivered,UPI,531.92,0,27.09,15,5.0
O019024,C05538,R0342,10-10-2025,18:03:00,Delivered,UPI,522.71,104.54,21.24,21,5.0
O019025,C06621,R0005,04-01-2025,10:40:00,Delivered,Debit Card,364.53,91.13,20.51,38,3.6
O019026,C03800,R0278,17-11-2025,11:35:00,Delivered,Wallet,198.5,29.78,27.33,21,4.3
O019027,C04449,R0048,22-08-2025,22:10:00,Delivered,Debit Card,345.59,86.4,27.99,18,4.6
O019028,C02159,R0233,10-02-2025,20:57:00,Delivered,UPI,873.48,43.67,40.6,30,5.0
O019029,C06003,R0332,28-04-2025,23:46:00,Delivered,UPI,384.54,57.68,43.92,23,5.0
O019030,C02354,R0112,27-06-2026,18:28:00,Delivered,Debit Card,552.19,82.83,35.64,25,4.4
O019031,C04888,R0396,31-05-2025,19:28:00,Delivered,UPI,386.99,38.7,37.85,35,4.4
O019032,C08145,R0358,12-01-2025,19:51:00,Delivered,UPI,617.99,61.8,7.06,13,5.0
O019033,C09162,R0350,05-02-2025,17:52:00,Delivered,Wallet,446.55,89.31,31.21,27,4.2
O019034,C04645,R0035,28-03-2025,21:45:00,Cancelled,Credit Card,352.69,52.9,33.32,0,0.0
O019035,C02075,R0259,17-06-2025,13:12:00,Delivered,UPI,537.89,53.79,19.82,28,4.6
O019036,C00459,R0432,25-03-2026,18:25:00,Delivered,UPI,393.08,0,12.82,20,4.3
O019037,C08448,R0430,17-02-2026,17:02:00,Delivered,UPI,540.35,81.05,32.95,28,4.6
O019038,C04089,R0392,20-01-2025,13:25:00,Delivered,UPI,650.31,0,19.78,28,3.9
O019039,C01885,R0363,28-07-2025,20:14:00,Cancelled,Wallet,969.69,48.48,39.36,0,0.0
O019040,C08168,R0377,11-01-2026,19:53:00,Delivered,Cash,392.25,19.61,45.64,24,4.2
O019041,C04817,R0142,03-11-2025,18:42:00,Delivered,Cash,453.99,68.1,26.96,20,3.7
O019042,C06892,R0019,24-04-2026,17:07:00,Delivered,Debit Card,477.58,47.76,21.88,29,3.1
O019043,C00638,R0397,15-12-2025,11:32:00,Delivered,Cash,373.89,0,17.19,25,3.7
O019044,C09550,R0490,01-11-2025,18:51:00,Delivered,UPI,593.79,29.69,27.12,21,4.9
O019045,C03148,R0192,03-02-2026,20:57:00,Delivered,UPI,189.82,18.98,34.03,36,4.8
O019046,C07731,R0052,06-12-2025,17:29:00,Delivered,Credit Card,673.5,134.7,38.39,15,4.6
O019047,C02970,R0239,09-02-2025,23:51:00,Delivered,Debit Card,711.76,142.35,29.68,32,4.6
O019048,C01710,R0176,02-04-2026,19:57:00,Delivered,UPI,387.86,38.79,7.61,29,3.9
O019049,C04106,R0152,31-05-2025,22:04:00,Delivered,UPI,389.5,58.42,25.27,31,4.5
O019050,C00669,R0240,19-03-2025,15:47:00,Delivered,UPI,422.6,42.26,5.12,30,3.7
O019051,C05078,R0499,03-05-2026,17:54:00,Delivered,Debit Card,758.43,0,20.41,17,4.8
O019052,C04626,R0457,13-02-2026,17:02:00,Delivered,Credit Card,258.48,38.77,41.05,31,4.1
O019053,C00773,R0182,29-01-2025,20:15:00,Cancelled,Cash,409.24,61.39,7.28,0,0.0
O019054,C04449,R0371,08-10-2025,21:12:00,Delivered,UPI,214.94,0,35.76,22,4.1
O019055,C05701,R0148,24-06-2026,22:50:00,Delivered,Credit Card,389.15,0,12.63,39,3.9
O019056,C05477,R0147,09-04-2025,12:02:00,Delivered,Debit Card,302.93,0,10.29,17,4.9
O019057,C00720,R0410,29-06-2025,21:34:00,Delivered,Credit Card,382.83,57.42,17.42,29,4.0
O019058,C06717,R0357,06-02-2026,18:07:00,Delivered,UPI,620.36,0,34.86,30,4.0
O019059,C03315,R0353,24-04-2026,18:22:00,Delivered,Credit Card,470.17,0,23.01,26,4.8
O019060,C02544,R0099,24-05-2025,19:57:00,Delivered,UPI,513.64,77.05,41.69,22,4.0
O019061,C08534,R0049,31-05-2025,18:11:00,Delivered,Debit Card,468.94,46.89,17.92,12,5.0
O019062,C09884,R0247,04-02-2025,23:14:00,Delivered,UPI,739.65,0,13.14,39,3.9
O019063,C01135,R0358,18-12-2025,19:16:00,Delivered,UPI,502.95,125.74,23.16,19,4.9
O019064,C04948,R0075,19-03-2026,22:10:00,Delivered,UPI,704.07,70.41,18.97,34,3.5
O019065,C02648,R0492,12-04-2026,21:50:00,Delivered,Cash,249.72,24.97,19.9,28,4.3
O019066,C07150,R0064,12-11-2025,13:58:00,Delivered,UPI,413.97,82.79,14.94,12,4.7
O019067,C06076,R0189,28-05-2026,17:30:00,Delivered,UPI,520.01,26,43.08,27,4.4
O019068,C04084,R0465,02-01-2026,13:00:00,Delivered,Credit Card,497.15,0,43.5,22,5.0
O019069,C07471,R0400,28-01-2026,15:44:00,Delivered,Debit Card,422.63,63.39,16.7,18,5.0
O019070,C06845,R0336,19-11-2025,17:32:00,Delivered,Cash,293.43,29.34,14.57,14,5.0
O019071,C09278,R0096,01-07-2025,17:15:00,Delivered,Credit Card,361.65,90.41,19.92,31,3.8
O019072,C09834,R0052,18-01-2025,20:03:00,Delivered,UPI,169.47,33.89,22.63,17,5.0
O019073,C04137,R0034,25-07-2025,22:22:00,Delivered,Credit Card,346.67,34.67,5.56,23,4.5
O019074,C01536,R0197,08-04-2025,17:37:00,Delivered,UPI,731.2,109.68,13,23,5.0
O019075,C09227,R0387,13-12-2025,16:15:00,Delivered,Debit Card,769.25,0,23.7,23,5.0
O019076,C04360,R0434,12-12-2025,11:24:00,Delivered,Wallet,665.35,66.54,21.45,26,4.2
O019077,C08886,R0346,22-02-2025,20:34:00,Delivered,Credit Card,1429.24,214.39,32.06,28,4.4
O019078,C06971,R0130,21-01-2026,12:46:00,Delivered,Wallet,866.07,129.91,40.99,24,4.4
O019079,C05236,R0066,05-07-2025,18:15:00,Delivered,UPI,413.8,82.76,14.05,30,4.4
O019080,C08569,R0416,10-06-2025,12:18:00,Delivered,Wallet,279.12,13.96,33.28,24,4.4
O019081,C07542,R0458,10-02-2026,21:56:00,Delivered,Cash,803.58,0,16.55,16,5.0
O019082,C06372,R0031,20-04-2025,18:07:00,Cancelled,Credit Card,490.5,73.58,27.96,0,0.0
O019083,C05181,R0422,05-09-2025,19:04:00,Delivered,UPI,612.72,122.54,19.95,34,3.8
O019084,C02313,R0137,18-06-2025,15:12:00,Delivered,UPI,568.18,28.41,23.98,30,4.4
O019085,C02115,R0212,14-01-2026,21:10:00,Delivered,Credit Card,378.15,0,41.11,25,4.4
O019086,C06452,R0298,17-06-2025,16:07:00,Delivered,Wallet,635.27,63.53,14.26,16,5.0
O019087,C03848,R0311,11-01-2026,12:46:00,Delivered,UPI,537.87,0,15.4,22,3.9
O019088,C06228,R0210,10-11-2025,14:45:00,Delivered,UPI,182.74,9.14,32.57,24,4.1
O019089,C07166,R0324,03-04-2026,20:00:00,Delivered,UPI,256.5,0,29.9,18,4.4
O019090,C00437,R0383,10-02-2026,18:30:00,Delivered,UPI,920.32,0,26.2,18,4.9
O019091,C00863,R0224,15-08-2025,22:06:00,Delivered,UPI,630.08,94.51,12.11,31,3.9
O019092,C06069,R0408,22-01-2026,15:15:00,Cancelled,UPI,483.76,0,22.63,0,0.0
O019093,C09765,R0221,09-09-2025,12:35:00,Delivered,UPI,524.43,0,16.26,37,3.9
O019094,C05326,R0033,03-04-2025,12:14:00,Delivered,Debit Card,600.44,120.09,26.49,15,4.4
O019095,C06746,R0001,24-05-2026,15:07:00,Delivered,Debit Card,388.15,58.22,25.49,29,4.0
O019096,C02895,R0170,13-04-2026,20:19:00,Delivered,UPI,322.87,64.57,23.94,33,5.0
O019097,C02162,R0122,15-09-2025,14:44:00,Delivered,UPI,385.28,38.53,45.09,33,4.1
O019098,C02390,R0448,25-11-2025,22:23:00,Delivered,UPI,469.94,23.5,23.7,31,4.6
O019099,C09408,R0098,24-10-2025,21:22:00,Rejected,UPI,1021.17,204.23,1.02,0,0.0
O019100,C07679,R0320,20-05-2025,16:49:00,Delivered,Debit Card,763.31,0,24.44,25,4.5
O019101,C03561,R0330,21-06-2025,19:09:00,Delivered,UPI,435.89,21.79,27.83,12,5.0
O019102,C00650,R0166,25-10-2025,15:02:00,Delivered,UPI,158.6,0,19.21,22,4.3
O019103,C08592,R0143,02-11-2025,10:40:00,Delivered,Debit Card,519.54,0,44.24,31,4.8
O019104,C02846,R0295,22-04-2025,21:46:00,Delivered,Debit Card,700.73,0,21.16,35,4.9
O019105,C02385,R0155,12-06-2025,17:13:00,Delivered,UPI,405.81,20.29,29.35,25,4.4
O019106,C07011,R0098,20-06-2025,15:11:00,Delivered,Wallet,435.4,0,33.46,24,4.4
O019107,C01230,R0148,02-06-2025,17:18:00,Cancelled,UPI,796.84,199.21,26.63,0,0.0
O019108,C02093,R0483,23-01-2026,22:23:00,Delivered,UPI,366.33,36.63,41.6,27,5.0
O019109,C05005,R0405,28-09-2025,20:50:00,Delivered,UPI,643.61,64.36,33.01,35,3.9
O019110,C01177,R0397,15-04-2025,12:12:00,Delivered,Debit Card,356.53,17.83,11.5,34,3.4
O019111,C09138,R0046,20-03-2026,15:56:00,Delivered,Credit Card,217.71,21.77,36.88,23,4.0
O019112,C09829,R0169,14-12-2025,13:05:00,Cancelled,Wallet,424.07,0,14.34,0,0.0
O019113,C08311,R0337,28-06-2026,20:19:00,Delivered,Credit Card,658.42,0,46.81,20,4.8
O019114,C05657,R0198,31-12-2025,13:47:00,Delivered,Debit Card,370.63,74.13,17.37,19,4.5
O019115,C05453,R0121,24-05-2025,18:40:00,Cancelled,Credit Card,374.61,37.46,23.11,0,0.0
O019116,C02688,R0385,13-06-2026,14:59:00,Cancelled,Credit Card,347.75,34.78,39.08,0,0.0
O019117,C01496,R0093,05-05-2026,15:54:00,Delivered,UPI,300.32,30.03,29.89,27,4.6
O019118,C01540,R0309,20-05-2026,16:18:00,Delivered,UPI,240.85,24.08,43.67,26,4.8
O019119,C01497,R0285,10-08-2025,21:29:00,Delivered,Credit Card,549.27,54.93,10.49,34,4.9
O019120,C00072,R0273,22-11-2025,16:49:00,Delivered,Wallet,319.74,0,26.91,29,4.2
O019121,C07430,R0063,14-01-2025,13:25:00,Delivered,Wallet,466.91,0,15.28,12,4.5
O019122,C07498,R0100,29-12-2025,23:08:00,Delivered,Cash,369.82,36.98,23.05,22,5.0
O019123,C07289,R0151,04-08-2025,17:27:00,Delivered,Credit Card,307.29,0,44.58,19,4.7
O019124,C03575,R0282,28-05-2026,19:01:00,Delivered,UPI,397.43,39.74,2.94,24,4.9
O019125,C01023,R0447,07-05-2025,11:46:00,Delivered,UPI,412.53,103.13,25.71,32,5.0
O019126,C01946,R0470,02-08-2025,13:17:00,Delivered,Credit Card,513.46,77.02,30.48,12,5.0
O019127,C08202,R0135,16-02-2026,20:06:00,Delivered,UPI,302.7,60.54,33.44,24,4.6
O019128,C09036,R0183,19-06-2026,12:52:00,Delivered,UPI,840.22,0,29.32,28,4.2
O019129,C00574,R0112,20-03-2025,13:14:00,Delivered,UPI,386.62,57.99,25.2,30,4.1
O019130,C06964,R0362,16-03-2025,13:16:00,Delivered,UPI,651.46,97.72,33.37,17,4.7
O019131,C08966,R0102,01-04-2025,21:06:00,Delivered,UPI,370.9,55.64,13.29,30,3.9
O019132,C08105,R0011,09-10-2025,17:45:00,Delivered,UPI,701.4,35.07,34.51,23,3.7
O019133,C02481,R0092,31-07-2025,18:00:00,Delivered,Credit Card,603.87,0,12.75,44,3.5
O019134,C06558,R0395,12-06-2026,23:56:00,Delivered,Cash,312.95,46.94,26.13,36,3.9
O019135,C08189,R0215,20-01-2026,21:22:00,Delivered,Credit Card,574.09,0,11.01,12,5.0
O019136,C09168,R0353,16-11-2025,17:55:00,Delivered,UPI,339.39,33.94,33.77,29,4.3
O019137,C06806,R0246,29-04-2026,13:13:00,Delivered,UPI,654.53,32.73,28.92,33,5.0
O019138,C03445,R0042,16-01-2026,22:59:00,Delivered,Credit Card,424.61,42.46,25.57,23,4.9
O019139,C06689,R0449,14-03-2026,19:50:00,Delivered,Cash,200.43,0,13.82,21,4.3
O019140,C01565,R0473,05-03-2025,20:46:00,Delivered,Wallet,789.6,78.96,25.28,16,3.9
O019141,C00886,R0421,20-11-2025,11:20:00,Delivered,Debit Card,359.04,0,20.8,28,4.3
O019142,C00067,R0494,25-05-2026,19:55:00,Delivered,UPI,241.85,36.28,19.46,39,3.7
O019143,C05495,R0283,03-05-2026,11:19:00,Delivered,Debit Card,372.5,55.88,6.3,20,3.8
O019144,C00339,R0339,03-04-2026,16:23:00,Delivered,UPI,640.4,32.02,6.83,18,5.0
O019145,C01356,R0367,04-11-2025,20:17:00,Delivered,Debit Card,381.5,0,33.31,26,4.2
O019146,C08539,R0353,16-05-2025,18:00:00,Delivered,Credit Card,533.03,0,15.73,25,4.9
O019147,C04092,R0393,21-06-2025,18:13:00,Delivered,UPI,419.08,62.86,15.81,18,4.5
O019148,C06149,R0250,23-06-2026,15:03:00,Delivered,Cash,486.46,0,15.25,21,4.4
O019149,C04407,R0168,05-04-2026,23:19:00,Delivered,UPI,626.15,125.23,14.52,26,4.6
O019150,C00456,R0005,03-10-2025,10:12:00,Delivered,Credit Card,268.46,0,25.27,19,5.0
O019151,C05936,R0478,23-02-2026,16:23:00,Delivered,Debit Card,263.87,13.19,24.24,20,5.0
O019152,C01068,R0265,08-02-2026,16:35:00,Delivered,UPI,365.28,36.53,20.09,22,3.4
O019153,C06719,R0078,30-01-2026,23:22:00,Cancelled,UPI,914.32,0,35.26,0,0.0
O019154,C06966,R0448,08-01-2026,11:35:00,Delivered,Credit Card,1035.76,103.58,24.18,33,3.9
O019155,C07144,R0441,28-06-2026,18:53:00,Delivered,UPI,366.86,55.03,27.67,33,4.5
O019156,C03849,R0312,12-12-2025,12:49:00,Delivered,UPI,429.45,64.42,9.22,25,4.8
O019157,C04786,R0262,02-12-2025,23:37:00,Delivered,UPI,372.55,0,25.56,24,4.1
O019158,C07745,R0483,18-03-2026,16:47:00,Delivered,Cash,215.92,0,15.81,31,4.2
O019159,C04396,R0084,09-08-2025,16:25:00,Delivered,UPI,430.23,0,23.46,30,3.7
O019160,C09366,R0470,18-02-2025,14:28:00,Delivered,UPI,361.48,54.22,43.03,20,5.0
O019161,C06503,R0429,06-02-2025,11:04:00,Delivered,UPI,475.15,0,12.5,14,4.4
O019162,C07560,R0136,03-12-2025,23:05:00,Delivered,UPI,440.99,0,22.53,34,5.0
O019163,C06659,R0110,12-10-2025,15:24:00,Delivered,Credit Card,815.06,81.51,23.79,12,5.0
O019164,C01816,R0362,21-09-2025,16:29:00,Delivered,Credit Card,478.34,71.75,21.13,30,4.6
O019165,C04644,R0343,15-06-2026,23:23:00,Delivered,Debit Card,289.91,43.49,28.95,28,4.3
O019166,C06497,R0349,09-06-2026,12:38:00,Delivered,UPI,371.17,37.12,36.13,23,3.7
O019167,C05171,R0059,12-08-2025,21:39:00,Delivered,UPI,671.12,33.56,30.39,31,4.5
O019168,C05954,R0500,25-02-2025,15:19:00,Delivered,UPI,571.52,28.58,0,19,4.9
O019169,C09069,R0453,20-03-2025,21:58:00,Delivered,Credit Card,430.65,43.06,11.3,32,4.0
O019170,C08480,R0172,24-11-2025,10:54:00,Delivered,UPI,541.7,108.34,27.67,29,4.4
O019171,C02146,R0068,27-05-2026,13:30:00,Delivered,Debit Card,571.11,0,15.47,26,5.0
O019172,C02003,R0047,03-03-2025,22:57:00,Delivered,UPI,435.61,65.34,15.44,26,4.7
O019173,C01456,R0054,31-12-2025,22:55:00,Delivered,UPI,384.84,0,30.71,30,3.6
O019174,C07190,R0043,16-05-2026,11:21:00,Delivered,Cash,406.16,40.62,43.51,34,4.7
O019175,C04952,R0068,14-03-2026,19:17:00,Delivered,UPI,482.61,24.13,16.97,12,4.6
O019176,C05998,R0255,17-06-2026,12:57:00,Delivered,UPI,453.98,45.4,3.7,27,4.4
O019177,C08673,R0246,08-10-2025,23:19:00,Delivered,UPI,372.33,74.47,20.53,20,4.5
O019178,C04776,R0402,12-05-2026,22:23:00,Delivered,UPI,779.92,0,27.7,25,3.6
O019179,C06300,R0383,15-04-2025,17:30:00,Delivered,UPI,303.74,30.37,26.47,12,5.0
O019180,C02911,R0275,07-02-2026,11:29:00,Delivered,UPI,490.66,0,12.07,12,4.9
O019181,C08297,R0332,31-08-2025,19:43:00,Delivered,UPI,281.54,42.23,15.08,34,3.6
O019182,C00261,R0496,24-03-2026,22:45:00,Delivered,UPI,569.47,0,43.48,21,4.6
O019183,C05775,R0192,23-05-2026,23:18:00,Delivered,UPI,261.15,26.12,17.39,24,4.6
O019184,C08057,R0416,18-01-2026,15:48:00,Delivered,Debit Card,476.33,119.08,22.96,19,4.3
O019185,C07159,R0041,03-12-2025,21:14:00,Delivered,Wallet,323,48.45,21.75,20,4.7
O019186,C01075,R0485,13-05-2026,21:28:00,Delivered,UPI,278.74,0,19.88,27,4.3
O019187,C08533,R0226,09-04-2026,11:57:00,Delivered,UPI,877.17,0,20.84,28,4.6
O019188,C03774,R0050,30-08-2025,15:04:00,Delivered,UPI,612.04,0,41.63,27,4.7
O019189,C05199,R0017,02-04-2026,14:14:00,Delivered,UPI,684.67,102.7,20.99,40,4.5
O019190,C04962,R0049,18-05-2025,23:54:00,Delivered,UPI,691.08,69.11,41.37,27,4.1
O019191,C03447,R0010,14-10-2025,22:17:00,Delivered,Debit Card,498.2,74.73,13.05,12,4.4
O019192,C03298,R0467,17-11-2025,23:45:00,Delivered,UPI,501.07,75.16,56.41,28,4.9
O019193,C09141,R0127,18-04-2026,18:31:00,Delivered,UPI,441.92,44.19,18.25,30,3.9
O019194,C06625,R0176,07-11-2025,18:32:00,Delivered,Credit Card,584.53,29.23,22.74,15,4.7
O019195,C09928,R0179,29-05-2025,12:29:00,Delivered,Credit Card,342.54,17.13,22.89,18,5.0
O019196,C03285,R0032,03-10-2025,10:17:00,Delivered,Wallet,405.44,0,25.64,22,4.8
O019197,C02975,R0013,01-07-2025,12:34:00,Delivered,UPI,861.61,0,27.11,12,5.0
O019198,C05164,R0142,21-04-2026,11:15:00,Delivered,UPI,465.77,23.29,35.28,28,4.1
O019199,C06103,R0487,29-05-2025,13:03:00,Delivered,Credit Card,405.16,0,36.52,35,3.9
O019200,C00952,R0067,24-09-2025,22:42:00,Delivered,UPI,629.31,31.47,25.2,24,4.2
O019201,C03617,R0463,24-01-2025,20:41:00,Delivered,Credit Card,452.41,0,0,32,4.5
O019202,C04345,R0404,23-03-2026,18:16:00,Delivered,UPI,321.3,48.2,49.79,20,4.7
O019203,C00854,R0047,14-04-2026,13:40:00,Delivered,UPI,702.8,35.14,2.35,23,4.5
O019204,C05831,R0472,28-05-2025,21:42:00,Delivered,UPI,331.33,49.7,29.19,17,5.0
O019205,C01207,R0293,23-03-2025,19:46:00,Delivered,UPI,399.32,0,29.54,13,4.6
O019206,C08619,R0398,30-01-2026,16:41:00,Delivered,Credit Card,646.94,97.04,21.62,22,4.7
O019207,C05185,R0240,12-05-2026,13:00:00,Cancelled,UPI,362.02,54.3,37.66,0,0.0
O019208,C01816,R0059,01-08-2025,17:17:00,Delivered,Debit Card,897.8,0,7.31,12,5.0
O019209,C05227,R0317,06-10-2025,23:56:00,Delivered,Credit Card,1243.22,124.32,33.51,29,4.2
O019210,C03387,R0366,12-01-2025,16:44:00,Delivered,UPI,624.35,0,18.26,17,5.0
O019211,C04400,R0243,29-08-2025,13:28:00,Delivered,UPI,414.48,0,13.26,32,4.1
O019212,C02593,R0009,11-07-2025,17:34:00,Delivered,UPI,623.36,31.17,36.66,26,4.1
O019213,C04244,R0112,16-01-2025,22:35:00,Delivered,UPI,492.64,0,14.85,29,4.2
O019214,C01527,R0147,30-04-2026,16:31:00,Cancelled,UPI,512.78,51.28,19.22,0,0.0
O019215,C02912,R0027,30-05-2026,14:25:00,Delivered,UPI,613.4,92.01,11.42,37,3.8
O019216,C03857,R0055,05-06-2025,21:29:00,Delivered,UPI,319.85,31.99,42.54,25,4.6
O019217,C07796,R0129,07-11-2025,21:31:00,Delivered,Debit Card,261.8,13.09,31.67,17,5.0
O019218,C09084,R0434,09-05-2025,15:16:00,Delivered,UPI,429.12,0,14.01,30,4.1
O019219,C08755,R0191,09-08-2025,20:00:00,Cancelled,Credit Card,424.58,0,19.87,0,0.0
O019220,C03730,R0150,31-01-2026,20:51:00,Delivered,Wallet,434.1,86.82,27.13,16,4.3
O019221,C03698,R0368,29-08-2025,19:53:00,Delivered,UPI,825.22,41.26,31.11,27,4.3
O019222,C02722,R0457,05-01-2025,21:48:00,Delivered,UPI,337.54,84.38,15.09,14,4.6
O019223,C05117,R0090,24-02-2025,10:09:00,Delivered,UPI,569.23,85.38,25.43,12,4.7
O019224,C09581,R0004,16-07-2025,16:17:00,Delivered,Credit Card,565.5,84.82,18.64,16,4.7
O019225,C02465,R0154,10-05-2026,16:09:00,Delivered,Credit Card,518.19,25.91,24.47,16,5.0
O019226,C07155,R0238,29-11-2025,22:38:00,Delivered,UPI,337.16,33.72,19.5,38,3.2
O019227,C02533,R0300,10-05-2026,18:07:00,Delivered,UPI,858.8,128.82,9.33,34,4.2
O019228,C03697,R0466,21-02-2025,15:42:00,Delivered,UPI,488.96,24.45,36.38,25,5.0
O019229,C05235,R0367,14-03-2026,11:41:00,Delivered,UPI,504.87,75.73,31.09,22,4.9
O019230,C07494,R0131,10-08-2025,22:31:00,Delivered,UPI,146.8,22.02,19.09,14,4.7
O019231,C08408,R0126,13-03-2025,16:01:00,Delivered,UPI,254.91,0,32.47,20,3.1
O019232,C06386,R0278,23-11-2025,10:27:00,Delivered,UPI,337.23,0,22.53,28,4.2
O019233,C06059,R0293,30-03-2026,15:16:00,Delivered,UPI,488.46,0,16.67,16,4.9
O019234,C08549,R0139,06-02-2026,16:17:00,Delivered,UPI,727.88,36.39,3.33,17,5.0
O019235,C06248,R0421,30-01-2025,15:27:00,Cancelled,Credit Card,806.58,80.66,18.12,0,0.0
O019236,C01111,R0063,12-04-2025,21:56:00,Delivered,Cash,504.63,100.93,46.44,30,4.6
O019237,C00521,R0165,05-04-2025,13:18:00,Delivered,UPI,538.39,26.92,23.21,27,4.3
O019238,C05399,R0431,28-12-2025,14:33:00,Delivered,UPI,509.41,0,34.55,37,4.4
O019239,C00096,R0221,17-03-2026,10:57:00,Delivered,UPI,523.95,26.2,23.22,32,4.2
O019240,C07022,R0084,21-06-2026,17:20:00,Delivered,Debit Card,1274.02,127.4,31.95,40,3.9
O019241,C07780,R0225,28-02-2026,12:22:00,Delivered,UPI,542.79,27.14,33.27,22,4.4
O019242,C09977,R0274,03-05-2026,10:08:00,Delivered,UPI,411.41,82.28,22.92,12,4.8
O019243,C00227,R0196,20-09-2025,15:10:00,Delivered,UPI,537.79,107.56,26.53,34,4.2
O019244,C06018,R0274,07-01-2026,13:08:00,Delivered,Credit Card,751.1,0,22.57,39,3.7
O019245,C09347,R0180,11-03-2026,11:59:00,Delivered,Cash,400.62,60.09,26.87,18,4.5
O019246,C01407,R0008,30-08-2025,21:33:00,Delivered,Credit Card,717.92,0,51.45,27,4.6
O019247,C07760,R0445,16-06-2026,20:24:00,Delivered,UPI,261.44,39.22,31.3,18,5.0
O019248,C09716,R0437,23-03-2025,10:47:00,Delivered,Credit Card,242.54,0,13.65,27,3.7
O019249,C00699,R0479,03-05-2025,14:15:00,Cancelled,UPI,414.52,0,20.29,0,0.0
O019250,C04588,R0044,17-05-2025,12:33:00,Delivered,UPI,540.95,81.14,19.66,12,4.5
O019251,C00722,R0485,25-02-2026,11:37:00,Delivered,UPI,317.81,31.78,16.68,31,4.3
