order_id,partner_id,pickup_time,delivered_time,distance_km
O031760,D01877,19:27:00,20:11:00,6.94
O031761,D00415,13:30:00,13:56:00,3.14
O031762,D00768,22:16:00,22:43:00,2.03
O031763,D00318,17:28:00,18:07:00,3.63
O031764,D00056,19:50:00,20:17:00,0.5
O031765,D01745,15:34:00,15:59:00,4.08
O031766,D01885,10:40:00,10:57:00,4.46
O031767,D01153,18:53:00,19:13:00,3.74
O031768,D00201,17:01:00,17:26:00,4.49
O031769,D00997,14:38:00,15:16:00,1.62
O031770,D00992,13:42:00,14:07:00,6.59
O031772,D01366,20:07:00,20:38:00,2.14
O031774,D00971,16:22:00,16:57:00,1.38
O031775,D01032,19:20:00,19:40:00,10.88
O031776,D00470,13:59:00,14:31:00,5.68
O031778,D00274,15:48:00,16:08:00,3.8
O031779,D00932,15:41:00,16:06:00,6.16
O031780,D01677,13:07:00,13:38:00,2.77
O031782,D00870,19:40:00,19:58:00,0.5
O031783,D00860,17:21:00,17:39:00,9.33
O031785,D00380,19:02:00,19:29:00,4.75
O031786,D01266,19:59:00,20:27:00,8.29
O031787,D00004,12:11:00,12:31:00,8.33
O031788,D01678,17:13:00,17:34:00,4.68
O031789,D00295,19:01:00,19:13:00,4.32
O031790,D01147,17:59:00,18:33:00,4.55
O031791,D00584,11:05:00,11:29:00,1.08
O031792,D01876,16:31:00,17:01:00,0.72
O031793,D01556,12:41:00,13:13:00,0.69
O031794,D01232,19:38:00,20:05:00,2.85
O031795,D01237,10:12:00,10:35:00,5.19
O031797,D01553,13:30:00,13:52:00,3.48
O031798,D01748,14:03:00,14:22:00,5.46
O031799,D00219,13:32:00,14:13:00,4.36
O031800,D01121,19:42:00,20:00:00,2.4
O031801,D00619,19:16:00,19:46:00,5.34
O031802,D01016,15:03:00,15:23:00,6.33
O031803,D00207,22:44:00,23:24:00,4.07
O031804,D00929,10:57:00,11:16:00,1.98
O031805,D01051,20:30:00,20:57:00,3.56
O031806,D00217,21:08:00,21:43:00,6.09
O031807,D00999,14:44:00,14:56:00,4.6
O031808,D00786,19:55:00,20:12:00,5.12
O031809,D00812,14:28:00,14:54:00,4.85
O031810,D00862,22:56:00,23:17:00,4.74
O031811,D01492,13:27:00,13:52:00,5.73
O031812,D00695,20:48:00,21:09:00,1.46
O031813,D00792,23:49:00,00:04:00,4.92
O031814,D00779,18:50:00,19:08:00,3.24
O031815,D01570,13:34:00,13:49:00,2.92
O031816,D01491,19:01:00,19:26:00,4.54
O031817,D00264,22:04:00,22:18:00,3.34
O031818,D01108,15:49:00,16:16:00,4.34
O031819,D00015,17:32:00,18:19:00,7.32
O031820,D00040,17:26:00,17:58:00,1.66
O031821,D01599,10:56:00,11:15:00,1.2
O031822,D00272,17:13:00,17:38:00,2.48
O031823,D01720,20:38:00,21:04:00,2.19
O031824,D01543,11:52:00,12:28:00,3.95
O031826,D01596,23:46:00,00:06:00,4.48
O031827,D01719,22:23:00,22:54:00,2.09
O031828,D00957,12:46:00,13:03:00,2.59
O031829,D00530,11:11:00,11:27:00,5.14
O031830,D01581,22:33:00,23:02:00,5.27
O031831,D01040,21:11:00,21:44:00,4.38
O031832,D01022,21:54:00,22:41:00,3.21
O031833,D01904,17:39:00,18:11:00,9.72
O031834,D00105,16:02:00,16:22:00,1.97
O031835,D01116,17:32:00,18:02:00,3.43
O031836,D01638,20:38:00,20:59:00,3.74
O031837,D00286,12:04:00,12:32:00,3.53
O031838,D00908,21:13:00,21:25:00,0.8
O031839,D01904,18:54:00,19:15:00,5.85
O031840,D00690,10:30:00,10:46:00,3.27
O031841,D00045,11:34:00,12:00:00,3.47
O031842,D00846,22:49:00,23:26:00,0.5
O031843,D00637,17:18:00,17:38:00,3.12
O031844,D00095,22:42:00,23:01:00,3.77
O031845,D01106,19:24:00,19:55:00,4.66
O031846,D01096,13:00:00,13:23:00,4.25
O031848,D01456,20:37:00,20:54:00,2.5
O031849,D01977,18:11:00,18:43:00,3.01
O031850,D00776,20:47:00,21:05:00,7.28
O031851,D00317,20:28:00,20:53:00,3.58
O031852,D00818,23:06:00,23:37:00,3.71
O031853,D01852,10:19:00,10:46:00,2.68
O031854,D01286,13:28:00,13:46:00,2.8
O031855,D00081,19:08:00,19:28:00,5.62
O031856,D01128,14:38:00,15:04:00,9.09
O031857,D01204,11:33:00,12:07:00,2.18
O031858,D00831,20:20:00,20:39:00,6.57
O031859,D01557,23:51:00,00:16:00,8.45
O031860,D00513,16:56:00,17:24:00,8.61
O031861,D00803,22:18:00,22:41:00,9.7
O031862,D00448,19:12:00,19:36:00,3.31
O031863,D00502,10:01:00,10:30:00,2.94
O031864,D01694,16:05:00,16:23:00,6.35
O031865,D01861,11:54:00,12:21:00,2.05
O031866,D00868,20:46:00,21:13:00,3.46
O031867,D01673,22:24:00,22:47:00,2.27
O031868,D01357,23:04:00,23:16:00,3.64
O031869,D00135,13:15:00,13:38:00,1.34
O031870,D01922,14:16:00,14:51:00,4.41
O031871,D00349,15:15:00,15:39:00,4.97
O031872,D00140,19:20:00,19:40:00,9.68
O031873,D00719,19:47:00,20:24:00,4.02
O031874,D00807,10:15:00,10:39:00,3.33
O031875,D01220,17:02:00,17:30:00,5.61
O031877,D00352,12:26:00,12:40:00,1.87
O031878,D00067,16:32:00,17:01:00,6.76
O031879,D00680,20:14:00,20:44:00,8.15
O031880,D01652,11:50:00,12:19:00,5.42
O031881,D01437,19:36:00,19:56:00,6.83
O031882,D00733,22:29:00,23:06:00,3.17
O031883,D01118,12:46:00,13:11:00,1.49
O031884,D01901,22:23:00,22:59:00,1.62
O031885,D01899,20:58:00,21:38:00,4.04
O031886,D01603,22:05:00,22:19:00,10.28
O031887,D01591,13:06:00,13:38:00,1.42
O031888,D00433,22:05:00,22:39:00,5.33
O031889,D00029,14:16:00,14:37:00,1.26
O031890,D00114,20:20:00,20:32:00,0.5
O031891,D01822,15:23:00,15:53:00,1.05
O031892,D00330,23:13:00,23:29:00,15.39
O031893,D00473,12:34:00,12:54:00,4.44
O031894,D00735,21:00:00,21:24:00,3.5
O031895,D01368,12:34:00,12:59:00,4.12
O031896,D00984,11:33:00,12:07:00,11.17
O031897,D01342,14:37:00,15:09:00,3.57
O031898,D00835,12:10:00,12:37:00,0.92
O031899,D01530,10:28:00,11:08:00,5.42
O031900,D00263,13:18:00,13:37:00,2.59
O031901,D01816,13:14:00,13:38:00,3.13
O031903,D01842,23:05:00,23:31:00,2.93
O031904,D01599,12:03:00,12:36:00,7.05
O031906,D00608,14:15:00,14:34:00,9.27
O031907,D01348,10:17:00,10:49:00,8.33
O031908,D00802,19:33:00,19:57:00,5.63
O031909,D01304,19:02:00,19:30:00,0.5
O031910,D00427,18:05:00,18:28:00,3.23
O031911,D01904,20:11:00,20:26:00,1.22
O031912,D00364,22:51:00,23:22:00,5.39
O031913,D00954,18:53:00,19:12:00,0.5
O031914,D01991,14:25:00,14:54:00,2.78
O031915,D01670,19:17:00,19:48:00,3.68
O031916,D01854,15:11:00,15:47:00,4.75
O031918,D01686,16:22:00,16:45:00,1.87
O031919,D00472,13:46:00,14:06:00,7.85
O031920,D00414,21:39:00,22:15:00,6.37
O031921,D00589,17:31:00,17:57:00,1.86
O031922,D00167,11:43:00,12:12:00,6.64
O031923,D01267,21:29:00,21:58:00,6.27
O031924,D00038,23:54:00,00:11:00,1.49
O031925,D01061,11:11:00,11:23:00,1.65
O031926,D01896,12:25:00,12:53:00,3.01
O031927,D01755,10:21:00,10:49:00,3.5
O031928,D00298,22:24:00,22:57:00,1.18
O031929,D00869,18:50:00,19:02:00,5.46
O031930,D00520,11:02:00,11:23:00,3.14
O031931,D00192,22:12:00,22:41:00,0.5
O031932,D00888,20:22:00,20:50:00,2.41
O031933,D01308,14:45:00,15:12:00,4.17
O031934,D00601,19:04:00,19:28:00,10.1
O031936,D00910,10:07:00,10:38:00,3.21
O031937,D00449,16:58:00,17:11:00,4.3
O031938,D00006,16:43:00,17:09:00,5.14
O031939,D01241,16:44:00,16:59:00,2.73
O031941,D01345,18:16:00,18:38:00,1.82
O031942,D00381,18:50:00,19:16:00,4.36
O031943,D00718,12:49:00,13:27:00,5.77
O031944,D00223,21:52:00,22:15:00,3.86
O031945,D00046,10:32:00,10:44:00,2.73
O031946,D00491,15:58:00,16:22:00,6.81
O031947,D00974,17:50:00,18:18:00,12.67
O031948,D01453,14:39:00,15:14:00,3.68
O031949,D00278,10:43:00,10:55:00,2.78
O031950,D01021,14:07:00,14:31:00,3.81
O031951,D01151,21:14:00,21:32:00,1.84
O031952,D00344,20:37:00,20:58:00,6.98
O031953,D00966,16:08:00,16:20:00,2.22
O031954,D01827,20:09:00,20:34:00,5.74
O031955,D00270,21:58:00,22:16:00,6.96
O031956,D01056,21:42:00,22:08:00,3.9
O031957,D01442,21:23:00,21:43:00,3.79
O031958,D00723,21:43:00,22:08:00,4.23
O031959,D00340,23:32:00,00:06:00,9.5
O031960,D01431,18:29:00,18:41:00,6.82
O031962,D01518,13:53:00,14:27:00,0.9
O031963,D00509,20:17:00,20:43:00,1.31
O031964,D01486,22:34:00,23:10:00,1.02
O031965,D01268,17:54:00,18:06:00,10.61
O031966,D00879,18:47:00,19:20:00,2.7
O031967,D01546,10:55:00,11:32:00,2.68
O031968,D01396,21:52:00,22:29:00,10.25
O031969,D00737,22:09:00,22:46:00,5.43
O031970,D00967,18:23:00,18:50:00,0.61
O031971,D00799,12:15:00,12:45:00,3.14
O031972,D00748,17:05:00,17:25:00,0.94
O031973,D01870,22:24:00,22:46:00,3.32
O031975,D00507,17:42:00,18:14:00,3.57
O031976,D01633,10:00:00,10:12:00,4.46
O031977,D01598,21:56:00,22:17:00,3.07
O031978,D01809,19:56:00,20:27:00,2.07
O031979,D00735,12:36:00,13:09:00,4.2
O031980,D00490,10:24:00,10:46:00,3.18
O031981,D00551,22:33:00,22:53:00,2.81
O031982,D01612,10:22:00,10:47:00,12.55
O031983,D00611,10:41:00,11:00:00,4.88
O031985,D00944,21:20:00,22:00:00,6.94
O031986,D00625,18:39:00,19:16:00,0.55
O031987,D01469,23:46:00,00:05:00,8.59
O031988,D00586,18:10:00,18:32:00,3.51
O031989,D00433,22:18:00,22:56:00,2.2
O031991,D01457,15:33:00,15:58:00,11.84
O031992,D01273,13:58:00,14:22:00,4.3
O031993,D01712,19:55:00,20:36:00,2.88
O031994,D01162,15:12:00,15:35:00,6.0
O031995,D01458,16:48:00,17:22:00,6.27
O031996,D00462,16:03:00,16:16:00,10.71
O031997,D00150,17:47:00,17:59:00,2.46
O031998,D01401,17:45:00,18:11:00,11.35
O031999,D00858,20:49:00,21:17:00,7.53
O032000,D01335,10:59:00,11:23:00,3.27
O032001,D00143,13:53:00,14:34:00,1.0
O032002,D01007,13:20:00,13:32:00,7.05
O032003,D01328,21:27:00,21:57:00,2.3
O032004,D00448,17:03:00,17:38:00,10.33
O032005,D01600,13:08:00,13:31:00,2.83
O032006,D00049,13:38:00,14:02:00,4.2
O032007,D01094,16:54:00,17:22:00,3.44
O032008,D01078,18:14:00,18:28:00,1.96
O032009,D00897,11:57:00,12:09:00,5.12
O032010,D00950,21:08:00,21:56:00,4.84
O032011,D01337,10:58:00,11:24:00,6.06
O032012,D01156,20:16:00,20:46:00,7.01
O032013,D00262,23:28:00,23:40:00,1.94
O032014,D00291,11:06:00,11:35:00,6.5
O032015,D01802,15:16:00,15:37:00,3.21
O032016,D00392,12:18:00,12:59:00,1.31
O032017,D01449,11:01:00,11:16:00,1.79
O032018,D00784,10:00:00,10:16:00,4.08
O032019,D01932,15:27:00,15:55:00,4.83
O032020,D01016,13:55:00,14:15:00,1.55
O032021,D00374,23:51:00,00:18:00,4.92
O032023,D01743,19:36:00,20:03:00,0.99
O032024,D00587,14:07:00,14:33:00,3.81
O032025,D00215,15:42:00,16:05:00,2.53
O032026,D00936,21:46:00,22:09:00,1.75
O032028,D01130,22:15:00,22:37:00,5.36
O032029,D01052,21:37:00,22:05:00,0.66
O032030,D00685,13:23:00,13:52:00,1.26
O032031,D01115,23:37:00,23:55:00,1.01
O032033,D01585,17:02:00,17:26:00,2.5
O032035,D01995,12:18:00,12:31:00,8.77
O032036,D01363,19:17:00,19:41:00,2.35
O032037,D00864,23:03:00,23:19:00,4.11
O032039,D01926,15:27:00,16:04:00,2.14
O032040,D00810,14:04:00,14:33:00,4.47
O032041,D00383,12:31:00,13:00:00,5.51
O032042,D01590,11:47:00,12:11:00,9.78
O032043,D00773,15:26:00,15:59:00,0.82
O032045,D01948,22:35:00,22:47:00,2.63
O032046,D01647,11:33:00,11:46:00,7.0
O032047,D01491,12:22:00,12:37:00,4.22
O032048,D01148,21:48:00,22:12:00,6.45
O032049,D01637,14:21:00,15:02:00,4.74
O032050,D00765,20:57:00,21:18:00,5.93
O032051,D01104,22:15:00,22:50:00,4.19
O032052,D00771,19:58:00,20:22:00,2.79
O032053,D01303,12:29:00,12:46:00,7.86
O032054,D01616,23:01:00,23:22:00,4.43
O032056,D01134,18:55:00,19:07:00,5.09
O032057,D01443,10:42:00,11:10:00,3.41
O032058,D01444,16:35:00,17:09:00,9.32
O032059,D00238,21:02:00,21:26:00,1.23
O032060,D01360,17:58:00,18:35:00,3.37
O032061,D00449,11:11:00,11:32:00,6.69
O032062,D00930,13:21:00,13:42:00,5.02
O032063,D00335,18:44:00,19:05:00,5.11
O032064,D00194,22:42:00,23:02:00,2.79
O032065,D01343,13:19:00,13:48:00,1.27
O032067,D00604,20:35:00,21:06:00,5.54
O032068,D01194,18:29:00,18:46:00,4.38
O032069,D00404,21:24:00,21:49:00,2.41
O032070,D01624,23:59:00,00:22:00,5.36
O032072,D00605,16:52:00,17:16:00,6.47
O032073,D01492,13:33:00,14:09:00,5.44
O032074,D00885,11:59:00,12:22:00,11.0
O032075,D00742,21:45:00,22:16:00,5.04
O032076,D01239,21:07:00,21:30:00,1.58
O032077,D01407,21:49:00,22:09:00,2.08
O032078,D00140,14:26:00,14:44:00,2.69
O032079,D01707,21:09:00,21:43:00,7.98
O032080,D00577,10:33:00,10:57:00,5.26
O032081,D01480,11:11:00,11:26:00,4.8
O032082,D01601,22:32:00,22:55:00,11.73
O032083,D00068,16:23:00,16:35:00,9.89
O032084,D00746,19:24:00,19:53:00,6.15
O032085,D01925,15:03:00,15:18:00,2.34
O032086,D01485,23:28:00,23:50:00,4.58
O032087,D01119,21:31:00,21:53:00,5.99
O032088,D01748,15:39:00,16:01:00,5.62
O032089,D00837,14:58:00,15:26:00,1.06
O032091,D00674,17:13:00,17:25:00,0.84
O032092,D00796,11:53:00,12:29:00,4.93
O032093,D00826,13:44:00,13:59:00,1.84
O032095,D00017,11:13:00,11:36:00,2.83
O032096,D00067,10:21:00,10:39:00,3.62
O032097,D00636,12:19:00,12:34:00,3.44
O032098,D00077,17:04:00,17:28:00,4.16
O032099,D01509,11:28:00,11:40:00,1.93
O032100,D01145,23:46:00,00:08:00,5.37
O032102,D00583,14:51:00,15:19:00,6.51
O032103,D01764,10:43:00,11:13:00,1.59
O032104,D01588,11:20:00,11:51:00,3.77
O032105,D01569,11:34:00,11:56:00,2.77
O032106,D01374,12:30:00,12:52:00,2.63
O032107,D01430,19:29:00,19:49:00,1.75
O032108,D01496,20:46:00,21:21:00,3.28
O032109,D00603,14:52:00,15:27:00,2.62
O032110,D01980,19:12:00,19:35:00,5.11
O032111,D00507,19:05:00,19:33:00,1.42
O032112,D01965,10:41:00,11:06:00,6.14
O032113,D01979,10:13:00,10:45:00,1.15
O032114,D01076,16:00:00,16:16:00,9.35
O032115,D00792,20:51:00,21:15:00,1.99
O032116,D00802,11:48:00,12:11:00,1.83
O032117,D00775,13:04:00,13:34:00,5.32
O032118,D01248,14:10:00,14:34:00,6.73
O032119,D00737,13:08:00,13:54:00,8.21
O032120,D01956,20:25:00,21:08:00,3.43
O032121,D01067,17:43:00,18:02:00,5.23
O032122,D01303,10:14:00,10:44:00,0.82
O032123,D00883,22:49:00,23:16:00,11.08
O032124,D00517,17:44:00,18:16:00,2.13
O032125,D01580,12:52:00,13:16:00,2.17
O032126,D00022,12:23:00,12:50:00,4.39
O032127,D00250,22:40:00,23:02:00,4.25
O032128,D00186,20:51:00,21:20:00,6.67
O032129,D00843,16:51:00,17:19:00,1.47
O032130,D00667,12:25:00,13:08:00,7.4
O032131,D00721,13:02:00,13:16:00,2.76
O032132,D01190,22:34:00,23:08:00,1.88
O032133,D00315,20:33:00,21:17:00,7.17
O032134,D01341,22:30:00,23:04:00,4.74
O032135,D01199,22:26:00,22:52:00,1.07
O032136,D00606,22:18:00,22:48:00,2.23
O032137,D01551,13:59:00,14:13:00,2.45
O032138,D01992,13:07:00,13:27:00,0.81
O032139,D01498,20:27:00,20:57:00,7.06
O032140,D01124,10:24:00,10:41:00,1.07
O032141,D00724,10:45:00,11:07:00,3.8
O032143,D01808,15:24:00,15:48:00,4.49
O032144,D01732,18:39:00,19:09:00,1.69
O032145,D00885,15:39:00,16:16:00,0.5
O032146,D00786,19:43:00,20:07:00,6.58
O032147,D01922,11:15:00,11:42:00,0.84
O032148,D00027,18:32:00,18:49:00,2.3
O032150,D01961,10:16:00,11:02:00,2.83
O032151,D00181,19:48:00,20:16:00,6.39
O032153,D01120,12:42:00,13:16:00,3.97
O032154,D01403,14:21:00,14:47:00,2.24
O032155,D00517,14:27:00,14:55:00,6.78
O032156,D01849,23:23:00,23:43:00,4.75
O032157,D00506,19:19:00,19:43:00,2.12
O032159,D01348,11:44:00,11:56:00,4.65
O032160,D00745,16:35:00,16:57:00,5.17
O032161,D01028,18:29:00,18:51:00,2.09
O032162,D00337,19:15:00,19:28:00,0.81
O032164,D01089,10:03:00,10:48:00,5.2
O032165,D01561,19:43:00,20:09:00,4.24
O032168,D01950,12:56:00,13:13:00,0.64
O032169,D00512,16:02:00,16:23:00,8.93
O032170,D01068,23:36:00,23:51:00,3.42
O032171,D00941,10:09:00,10:34:00,2.73
O032172,D01635,17:50:00,18:05:00,4.67
O032173,D01584,15:37:00,16:02:00,5.52
O032174,D01197,12:21:00,12:43:00,4.01
O032175,D01676,20:57:00,21:17:00,8.12
O032176,D00397,18:43:00,18:59:00,4.04
O032177,D01131,13:01:00,13:41:00,1.09
O032179,D01389,21:32:00,21:55:00,3.18
O032180,D01062,22:07:00,22:29:00,7.19
O032181,D00964,19:05:00,19:29:00,4.53
O032182,D00189,11:42:00,12:15:00,3.1
O032183,D01802,12:50:00,13:18:00,1.96
O032184,D00007,15:07:00,15:19:00,6.39
O032185,D00214,11:00:00,11:21:00,3.14
O032186,D01614,12:53:00,13:13:00,1.77
O032188,D01072,21:29:00,21:53:00,4.43
O032189,D01109,21:26:00,21:59:00,1.36
O032190,D00900,17:17:00,17:45:00,4.12
O032191,D00913,23:06:00,23:35:00,1.65
O032192,D00930,11:15:00,11:47:00,7.58
O032193,D00619,12:13:00,12:37:00,6.32
O032194,D01820,14:14:00,14:46:00,9.18
O032195,D01942,15:13:00,15:41:00,2.05
O032196,D01310,10:06:00,10:29:00,5.62
O032197,D01994,14:49:00,15:01:00,1.67
O032198,D00551,10:12:00,10:38:00,5.42
O032199,D00844,20:27:00,20:44:00,4.07
O032200,D01261,20:18:00,20:42:00,4.97
O032201,D01457,12:10:00,12:36:00,2.49
O032202,D00083,18:17:00,18:33:00,2.37
O032203,D00902,20:53:00,21:11:00,1.17
O032204,D01654,20:30:00,21:02:00,6.3
O032205,D00602,10:12:00,10:42:00,6.21
O032206,D01197,14:00:00,14:34:00,4.59
O032207,D00193,19:59:00,20:31:00,8.78
O032208,D01937,18:40:00,19:14:00,10.61
O032209,D00500,13:43:00,14:13:00,2.79
O032211,D00560,14:51:00,15:11:00,1.53
O032213,D01994,20:09:00,20:27:00,1.64
O032215,D00940,10:29:00,11:02:00,0.87
O032216,D01872,23:03:00,23:33:00,2.23
O032217,D00501,12:36:00,13:07:00,5.4
O032218,D00193,23:21:00,23:40:00,2.01
O032219,D01174,12:54:00,13:06:00,0.88
O032220,D01246,23:29:00,00:12:00,1.86
O032221,D00832,16:18:00,16:45:00,8.73
O032222,D00598,19:35:00,20:13:00,6.86
O032223,D01404,14:16:00,14:32:00,11.34
O032224,D00548,15:00:00,15:20:00,5.87
O032225,D01396,11:37:00,12:14:00,1.77
O032226,D00505,20:49:00,21:01:00,4.55
O032227,D01855,14:57:00,15:30:00,5.68
O032228,D00504,18:00:00,18:29:00,5.23
O032230,D00321,10:56:00,11:28:00,3.72
O032231,D00249,23:46:00,00:12:00,6.72
O032232,D00920,14:35:00,15:09:00,2.58
O032233,D00958,23:50:00,00:23:00,5.06
O032234,D01748,14:02:00,14:29:00,2.68
O032235,D00962,18:21:00,18:33:00,2.06
O032236,D00296,15:35:00,16:03:00,1.97
O032237,D01669,19:56:00,20:12:00,3.95
O032238,D00854,19:00:00,19:27:00,2.64
O032239,D01161,21:04:00,21:49:00,3.41
O032240,D00300,12:55:00,13:15:00,8.5
O032241,D01823,17:57:00,18:15:00,1.37
O032242,D00879,22:06:00,22:40:00,0.88
O032243,D01096,10:46:00,11:05:00,5.26
O032244,D01846,12:11:00,12:26:00,5.79
O032245,D00701,18:08:00,18:27:00,5.27
O032246,D00189,13:37:00,13:53:00,0.89
O032248,D01669,21:12:00,21:39:00,4.25
O032250,D01407,17:00:00,17:36:00,0.92
O032251,D00222,15:26:00,15:38:00,9.0
O032252,D00568,15:25:00,15:44:00,6.42
O032253,D00732,14:53:00,15:25:00,7.21
O032254,D00476,20:54:00,21:08:00,2.86
O032255,D00336,17:31:00,18:10:00,1.83
O032257,D01255,11:39:00,12:10:00,10.93
O032259,D01704,12:20:00,12:53:00,3.81
O032260,D01030,10:14:00,10:47:00,1.11
O032261,D00100,18:23:00,19:00:00,4.04
O032262,D00618,15:06:00,15:44:00,2.55
O032263,D00754,21:02:00,21:32:00,7.79
O032264,D00009,17:50:00,18:08:00,3.45
O032265,D00573,23:19:00,23:40:00,3.51
O032266,D00374,15:57:00,16:14:00,3.2
O032267,D01639,19:33:00,19:53:00,15.98
O032268,D01142,18:19:00,18:35:00,9.08
O032269,D01934,18:03:00,18:22:00,3.33
O032270,D00977,13:21:00,13:55:00,3.62
O032271,D01030,22:15:00,22:41:00,0.65
O032272,D01450,15:35:00,15:47:00,5.76
O032273,D00819,23:15:00,23:41:00,2.29
O032274,D01534,17:45:00,17:58:00,3.26
O032275,D00314,21:12:00,21:36:00,10.13
O032276,D00380,20:41:00,20:59:00,1.82
O032277,D01975,23:56:00,00:28:00,0.65
O032278,D01530,17:33:00,17:53:00,2.68
O032279,D00997,22:11:00,22:34:00,3.77
O032280,D00786,20:30:00,20:51:00,4.22
O032281,D00892,21:17:00,21:45:00,1.17
O032282,D00229,21:46:00,22:01:00,3.27
O032283,D00393,14:27:00,14:48:00,0.8
O032284,D01590,15:27:00,16:00:00,5.96
O032285,D01844,20:09:00,20:51:00,1.61
O032286,D01567,13:01:00,13:31:00,3.21
O032287,D01285,18:05:00,18:33:00,4.53
O032288,D00680,11:57:00,12:16:00,1.54
O032289,D01551,13:39:00,14:22:00,4.76
O032290,D00958,22:30:00,22:45:00,2.31
O032291,D00385,14:35:00,14:58:00,2.59
O032292,D01402,21:04:00,21:24:00,4.3
O032293,D00373,23:07:00,23:35:00,5.75
O032294,D01131,23:38:00,00:02:00,7.62
O032295,D01922,23:59:00,00:36:00,0.52
O032296,D00909,14:57:00,15:37:00,0.93
O032297,D00848,15:55:00,16:26:00,1.7
O032298,D00276,12:58:00,13:10:00,6.81
O032299,D01225,10:14:00,10:35:00,3.29
O032300,D01775,15:31:00,15:50:00,1.54
O032301,D00874,21:32:00,21:57:00,2.63
O032302,D01728,11:08:00,11:35:00,2.89
O032304,D01055,14:07:00,14:42:00,5.16
O032305,D00082,16:32:00,16:48:00,0.95
O032306,D01222,14:04:00,14:21:00,2.48
O032307,D00301,18:08:00,18:22:00,5.5
O032308,D00271,20:08:00,20:28:00,12.18
O032309,D01024,12:30:00,13:05:00,4.32
O032310,D01308,22:51:00,23:22:00,8.34
O032311,D01298,16:02:00,16:30:00,2.7
O032312,D01092,11:13:00,11:25:00,10.6
O032315,D01737,13:03:00,13:18:00,2.13
O032317,D01586,18:53:00,19:32:00,1.45
O032318,D00066,18:47:00,19:14:00,3.4
O032319,D01056,22:28:00,22:51:00,2.59
O032320,D01775,18:47:00,19:04:00,4.66
O032321,D00605,20:14:00,20:38:00,11.25
O032322,D01210,12:40:00,13:03:00,14.88
O032323,D01198,10:40:00,11:12:00,2.42
O032324,D01187,20:03:00,20:29:00,5.62
O032325,D00775,20:42:00,21:06:00,5.27
O032326,D01809,15:43:00,16:01:00,1.9
O032327,D01993,21:15:00,21:47:00,8.92
O032328,D00506,16:57:00,17:22:00,1.44
O032329,D01321,18:54:00,19:12:00,10.0
O032330,D01068,15:42:00,16:00:00,1.52
O032331,D00120,20:47:00,21:17:00,2.52
O032333,D00996,21:59:00,22:21:00,5.27
O032334,D01688,22:02:00,22:20:00,0.5
O032335,D00150,15:24:00,15:50:00,7.33
O032338,D01967,17:35:00,17:58:00,2.64
O032339,D01214,10:27:00,10:51:00,4.88
O032340,D00203,19:42:00,19:58:00,4.02
O032341,D01443,18:32:00,18:54:00,1.36
O032342,D01463,14:38:00,14:54:00,3.32
O032343,D01420,23:40:00,00:04:00,3.59
O032344,D00735,10:29:00,10:50:00,1.38
O032345,D00178,19:17:00,19:47:00,7.31
O032346,D01905,16:23:00,16:45:00,7.18
O032347,D01905,22:33:00,23:03:00,6.45
O032348,D01246,19:21:00,19:53:00,10.2
O032350,D00319,14:42:00,15:20:00,3.06
O032351,D00450,15:52:00,16:21:00,7.85
O032352,D00448,16:45:00,17:09:00,8.32
O032353,D00783,23:34:00,00:02:00,0.5
O032354,D01137,23:58:00,00:24:00,5.68
O032355,D01550,16:16:00,16:39:00,1.98
O032356,D01991,23:22:00,23:36:00,5.84
O032357,D00908,20:25:00,20:46:00,5.48
O032358,D00057,19:55:00,20:37:00,5.39
O032359,D00870,18:51:00,19:28:00,5.02
O032360,D00455,18:27:00,18:45:00,1.47
O032361,D00949,15:41:00,15:53:00,2.36
O032362,D00703,19:09:00,19:36:00,4.64
O032363,D00052,16:39:00,17:04:00,3.75
O032364,D00986,14:58:00,15:20:00,4.63
O032365,D00733,11:34:00,11:56:00,2.81
O032367,D00621,11:41:00,12:04:00,9.22
O032368,D00048,11:41:00,12:11:00,1.72
O032369,D00974,11:15:00,11:41:00,1.75
O032370,D00650,14:17:00,14:37:00,1.26
O032371,D01573,10:14:00,10:30:00,7.24
O032372,D01153,12:54:00,13:29:00,5.8
O032373,D00503,12:02:00,12:27:00,2.72
O032374,D00144,19:38:00,19:52:00,2.97
O032375,D01324,14:30:00,14:53:00,1.19
O032376,D01550,18:04:00,18:16:00,3.22
O032377,D00955,17:24:00,17:55:00,3.86
O032378,D00611,11:15:00,11:46:00,10.66
O032379,D00590,14:55:00,15:24:00,1.92
O032380,D01396,14:28:00,14:53:00,7.52
O032381,D00838,20:28:00,20:47:00,0.83
O032382,D00120,10:39:00,11:02:00,3.63
O032383,D01073,10:55:00,11:15:00,0.98
O032384,D00909,11:21:00,11:34:00,1.39
O032385,D01665,17:19:00,17:42:00,13.68
O032386,D00171,13:54:00,14:23:00,5.08
O032387,D00460,22:57:00,23:23:00,2.18
O032388,D01341,18:29:00,19:08:00,5.1
O032389,D01234,19:49:00,20:05:00,2.67
O032391,D00151,13:05:00,13:29:00,2.84
O032392,D00022,16:45:00,17:18:00,5.38
O032393,D01929,16:54:00,17:19:00,4.8
O032394,D00274,22:06:00,22:23:00,10.0
O032395,D01526,11:37:00,11:58:00,0.94
O032396,D01183,15:36:00,16:07:00,7.82
O032397,D00619,12:55:00,13:11:00,5.24
O032398,D01062,20:52:00,21:20:00,5.52
